Textbox137,Textbox143,Textbox155,Textbox156,Textbox146,Textbox147,Textbox148,Textbox149,Textbox150,Textbox151,Textbox152,Textbox153,Textbox154,Textbox157,Textbox158,Textbox159,Textbox160,Textbox161,Textbox162,Textbox163,Textbox164,Textbox165,Textbox166,Textbox167
Free Trade Agreement Partners: Total Quarterly Volumes and Utilization per TRQ,1. Carbon Steel Ingots: Quarterly Utilization per Country – Maximum share for any single country is 77%,2. Steel Billets and Blooms: Quarterly Utilization per Country – Maximum share for any single country is 40%,3. Hot-Rolled Sheet: Quarterly Utilization per Country – Maximum share for any single country is 67%,4. Floor Plate: Quarterly Utilization per Country – Maximum share for any single country is 66%,5. Steel Plate: Quarterly Utilization per Country – Maximum share for any single country is 30%,6. Cold-Rolled Sheet: Quarterly Utilization per Country – Maximum share for any single country is 32%,7. Tin: Quarterly Utilization per Country – Maximum share for any single country is 56%,8. Coated Steel Sheet: Quarterly Utilization per Country – Maximum share for any single country is 25%,9. Pre-Painted: Quarterly Utilization per Country – Maximum share for any single country is 90%,10. Rebar: Quarterly Utilization per Country – Maximum share for any single country is 45%,11. Hot-Rolled Bar: Quarterly Utilization per Country – Maximum share for any single country is 58%,12. Wire Rod: Quarterly Utilization per Country – Maximum share for any single country is 59%,13. Cold Finished Bars: Quarterly Utilization per Country – Maximum share for any single country is 39%,14. Structural Steel: Quarterly Utilization per Country – Maximum share for any single country is 69%,15. Steel Wire: Quarterly Utilization per Country – Maximum share for any single country is 24%,16. Stainless Steel Ingots: Quarterly Utilization per Country – Maximum share for any single country is 83%,17. Stainless Steel Billets and Blooms: Quarterly Utilization per Country – Maximum share for any single country is 57%,18. Line Pipe: Quarterly Utilization per Country – Maximum share for any single country is 45%,19. Oil Country Tubular Goods: Quarterly Utilization per Country – Maximum share for any single country is 86%,20. Standard Pipe: Quarterly Utilization per Country – Maximum share for any single country is 58%,21. Large Diameter Line Pipe: Quarterly Utilization per Country – Maximum share for any single country is 76%,22. Piling Pipe: Quarterly Utilization per Country – Maximum share for any single country is 77%,23. Hollow Structural Sections: Quarterly Utilization per Country – Maximum share for any single country is 41%

Textboxb6db942229da46bd872d39356f1404bb,Textbox0874cee6ce8b4c488f07adddedeb99e0,Textbox38,Textbox6defe02f6a5b4da79422566035a32381,Textbox8183768284fd4c8a9fecbd60b0f055be,Textboxecf89731bdd942ec8daa85d7b51cbfd4,Textbox18,CONTROL_ITEMS_Level_1_Commodity_Code,CONTROL_ITEMS_Level_1_Ceiling_Level,ID23_Products_Quota_Country_Ceiling___,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_CONTROL_ITEMS_FACT_Utilized,CONTROL_ITEMS_Quota_Remaining
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),1,Carbon Steel Ingots,"92,400",77%,0,0.00%,"92,400"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),2,Steel Billets and Blooms,"17,649,400",40%,"140,048",0.79%,"17,509,352"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),3,Hot-Rolled Sheet,"9,523,100",67%,"4,414,795",46.36%,"5,108,305"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),4,Floor Plate,"33,400",66%,0,0.00%,"33,400"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),5,Steel Plate,"54,354,900",30%,"34,246,931",63.01%,"20,107,969"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),6,Cold-Rolled Sheet,"1,832,600",32%,"928,358",50.66%,"904,242"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),7,Tin,"2,156,400",56%,"468,238",21.71%,"1,688,162"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),8,Coated Steel Sheet,"31,128,200",25%,"9,838,223",31.61%,"21,289,977"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),9,Pre-Painted,"23,763,800",90%,"23,409,490",98.51%,"354,310"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),10,Rebar,"28,710,400",45%,"28,708,525",99.99%,"1,875"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),11,Hot-Rolled Bar,"8,750,300",58%,"3,459,551",39.54%,"5,290,749"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),12,Wire Rod,"16,514,800",59%,"11,794,522",71.42%,"4,720,278"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),13,Cold Finished Bars,"6,559,300",39%,"1,667,452",25.42%,"4,891,848"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),14,Structural Steel,"3,467,600",69%,"3,446,020",99.38%,"21,580"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),15,Steel Wire,"7,370,100",24%,"7,359,380",99.85%,"10,720"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),16,Stainless Steel Ingots,"1,100",83%,0,0.00%,"1,100"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),17,Stainless Steel Billets and Blooms,"5,800",57%,0,0.00%,"5,800"
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),18,Line Pipe,"6,248,600",45%,"6,248,600",100.00%,0
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),19,Oil Country Tubular Goods,"9,800,800",86%,"9,800,800",100.00%,0
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),20,Standard Pipe,"13,489,500",58%,"13,489,500",100.00%,0
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),21,Large Diameter Line Pipe,"10,693,500",76%,"10,693,346",100.00%,154
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),22,Piling Pipe,800,77%,0,0.00%,800
Product Category,Maximum quota (KGM),Maximum country share (%),Current utilization (KGM),Current utilization (%),Remaining quota (KGM),23,Hollow Structural Sections,"2,776,900",41%,"2,772,984",99.86%,"3,916"

Textboxb6db942229da46bd872d39356f1404bb2,Textbox6defe02f6a5b4da79422566035a32382,Textbox8183768284fd4c8a9fecbd60b0f055be2,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_v__Utilized_Country_21,Textbox7,Textbox24

Textboxb6db942229da46bd872d39356f1404bb3,Textbox6defe02f6a5b4da79422566035a32383,Textbox8183768284fd4c8a9fecbd60b0f055be3,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_v__Utilized_Country_11,Textbox125,Textbox87
Country,Current utilization (KGM),Share of total utilization (%),Denmark,"18,308",0.10%,"140,048",0.79%
Country,Current utilization (KGM),Share of total utilization (%),United Kingdom,"121,740",0.69%,"140,048",0.79%

Textboxb6db942229da46bd872d39356f1404bb4,Textbox6defe02f6a5b4da79422566035a32384,Textbox8183768284fd4c8a9fecbd60b0f055be4,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_CONTROL_ITEMS_FACT_Utilized,Textbox8,Textbox89
Country,Current utilization (KGM),Share of total utilization (%),Austria,254,0.00%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),Belgium,"17,075",0.18%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),Finland,"1,106,810",11.62%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),France,"11,180",0.12%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),Germany,"1,095,089",11.50%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),Italy,"2,502",0.03%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),"Korea, Republic of","1,573,168",16.52%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),Netherlands,"593,020",6.23%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),Poland,"4,153",0.04%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),Spain,"10,658",0.11%,"4,414,795",46.36%
Country,Current utilization (KGM),Share of total utilization (%),United Kingdom,886,0.01%,"4,414,795",46.36%

Textboxb6db942229da46bd872d39356f1404bb5,Textbox6defe02f6a5b4da79422566035a32385,Textbox8183768284fd4c8a9fecbd60b0f055be5,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_v__Utilized_Country_1,Textbox103,Textbox106

Textboxb6db942229da46bd872d39356f1404bb6,Textbox6defe02f6a5b4da79422566035a32386,Textbox8183768284fd4c8a9fecbd60b0f055be6,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_v__Utilized_Country_4,Textbox130,Textbox131
Country,Current utilization (KGM),Share of total utilization (%),Australia,"1,230,346",2.26%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Austria,"727,981",1.34%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Belgium,"1,225,713",2.26%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Finland,"1,244,152",2.29%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),France,"770,259",1.42%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Germany,"1,449,058",2.67%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Japan,"3,108,512",5.72%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),"Korea, Republic of","16,306,470",30.00%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Malaysia,"6,186,461",11.38%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Netherlands,"121,350",0.22%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Slovenia,"16,350",0.03%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Spain,"22,680",0.04%,"34,246,931",63.01%
Country,Current utilization (KGM),Share of total utilization (%),Sweden,"1,837,599",3.38%,"34,246,931",63.01%

Textboxb6db942229da46bd872d39356f1404bb7,Textbox6defe02f6a5b4da79422566035a32387,Textbox8183768284fd4c8a9fecbd60b0f055be7,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_v__Utilized_Country_2,Textbox9,Textbox91
Country,Current utilization (KGM),Share of total utilization (%),Australia,"365,060",19.92%,"928,358",50.66%
Country,Current utilization (KGM),Share of total utilization (%),Germany,"229,274",12.51%,"928,358",50.66%
Country,Current utilization (KGM),Share of total utilization (%),Sweden,"334,024",18.23%,"928,358",50.66%

Textboxb6db942229da46bd872d39356f1404bb8,Textbox6defe02f6a5b4da79422566035a32388,Textbox8183768284fd4c8a9fecbd60b0f055be8,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_CONTROL_ITEMS_FACT_Utilized,Textbox10,Textbox31
Country,Current utilization (KGM),Share of total utilization (%),Japan,"48,689",2.26%,"468,238",21.71%
Country,Current utilization (KGM),Share of total utilization (%),"Korea, Republic of","419,549",19.46%,"468,238",21.71%

Textboxb6db942229da46bd872d39356f1404bb9,Textbox6defe02f6a5b4da79422566035a32389,Textbox8183768284fd4c8a9fecbd60b0f055be9,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_CONTROL_ITEMS_FACT_Utilized,Textbox11,Textbox61
Country,Current utilization (KGM),Share of total utilization (%),Australia,"10,650",0.03%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Austria,"35,251",0.11%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Belgium,"2,468,061",7.93%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Finland,"442,437",1.42%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),France,"43,833",0.14%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Germany,"1,266,439",4.07%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Japan,"315,600",1.01%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),"Korea, Republic of","2,151,900",6.91%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Netherlands,"877,810",2.82%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),New Zealand,"489,250",1.57%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Slovenia,"8,824",0.03%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Spain,"22,689",0.07%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),Sweden,"1,108,789",3.56%,"9,838,223",31.61%
Country,Current utilization (KGM),Share of total utilization (%),United Kingdom,"596,690",1.92%,"9,838,223",31.61%

Textboxb6db942229da46bd872d39356f1404bb10,Textbox6defe02f6a5b4da79422566035a32390,Textbox8183768284fd4c8a9fecbd60b0f055be10,CONTROL_ITEMS_Level_1_Commodity_Code,ID_PERMIT_ITEM_FACT_Permit_Quantity,ID_v__Utilized_Country_10,Textbox13,Textbox65
Country,Current utilization (KGM),Share of total utilization (%),Australia,"19,847",0.08%,"23,409,490",98.51%
